"id","name","family","equipCommand","mainHandKinds","offHandKinds","baseResource","baseCost","baseCooldownSeconds","baseWindupSeconds","activationGate","knownLimitations","profileSource","fullRuntimeProfile","positiveResult","negativeResult","cleanupResult","testTime","heldItem","loadoutRevision","correlationRootInstance","evidenceFiles","notes"
"maul_swing","Maul Swing","STRIKE","/rpg equip skill01 maul_swing","MACE;BATTLEAXE","","STAMINA","9","2","0","","Connected input, execution, visual/animation and multiplayer QA UNVERIFIED","https://github.com/Graham3D/Hytale/blob/cd7cdbd0299de4bf18740b2cca08756b64b77f69/src/main/resources/rpg/runtime/stage-13-strikes-cohort-a.json","{""skillId"":""maul_swing"",""family"":""STRIKE"",""secondaryFamilies"":[],""allowedMainHandKinds"":[""MACE"",""BATTLEAXE""],""requiredOffHandKinds"":[],""resourceType"":""STAMINA"",""resourceCost"":9,""cooldownSeconds"":2,""windupSeconds"":0,""basePowerSource"":""WEAPON"",""innateBasePower"":0,""scaling"":""HEAVY"",""strike"":{""geometry"":""ARC"",""range"":2.8,""angleDegrees"":120,""lineHalfWidth"":0,""repeats"":1,""repeatIntervalSeconds"":0,""targetCap"":64,""coefficient"":0.9,""statusId"":"""",""statusSeconds"":0,""details"":{""element"":""PHYSICAL"",""height"":2.5,""actionLockSeconds"":0,""movementFactor"":1}}}","NOT_RUN","NOT_RUN","NOT_RUN","","","","","",""
"quick_slash","Quick Slash","STRIKE","/rpg equip skill01 quick_slash","SWORD;LONGSWORD;DAGGER","","STAMINA","5","0.8","0","","Connected input, execution, visual/animation and multiplayer QA UNVERIFIED","https://github.com/Graham3D/Hytale/blob/cd7cdbd0299de4bf18740b2cca08756b64b77f69/src/main/resources/rpg/runtime/stage-04-skills.json","{""skillId"":""quick_slash"",""family"":""STRIKE"",""secondaryFamilies"":[],""allowedMainHandKinds"":[""SWORD"",""LONGSWORD"",""DAGGER""],""requiredOffHandKinds"":[],""resourceType"":""STAMINA"",""resourceCost"":5.0,""cooldownSeconds"":0.8,""windupSeconds"":0.0,""basePowerSource"":""WEAPON"",""innateBasePower"":0.0,""scaling"":""WEAPON_CLASS"",""strike"":{""geometry"":""ARC"",""range"":2.6,""angleDegrees"":120.0,""lineHalfWidth"":0.0,""repeats"":1,""repeatIntervalSeconds"":0.0,""targetCap"":64,""coefficient"":0.85,""statusId"":"""",""statusSeconds"":0.0}}","NOT_RUN","NOT_RUN","NOT_RUN","","","","","",""
"scythe_sweep","Scythe Sweep","STRIKE","/rpg equip skill01 scythe_sweep","","","MANA","8","4","0","","Connected input, execution, visual/animation and multiplayer QA UNVERIFIED","https://github.com/Graham3D/Hytale/blob/cd7cdbd0299de4bf18740b2cca08756b64b77f69/src/main/resources/rpg/runtime/stage-13-strikes-cohort-a.json","{""skillId"":""scythe_sweep"",""family"":""STRIKE"",""secondaryFamilies"":[],""allowedMainHandKinds"":[],""requiredOffHandKinds"":[],""resourceType"":""MANA"",""resourceCost"":8,""cooldownSeconds"":4,""windupSeconds"":0,""basePowerSource"":""INNATE"",""innateBasePower"":20,""scaling"":""MAGIC"",""strike"":{""geometry"":""ARC"",""range"":4,""angleDegrees"":160,""lineHalfWidth"":0,""repeats"":1,""repeatIntervalSeconds"":0,""targetCap"":64,""coefficient"":1,""statusId"":"""",""statusSeconds"":0,""details"":{""element"":""NECROTIC"",""height"":2.5,""actionLockSeconds"":0,""movementFactor"":1}}}","NOT_RUN","NOT_RUN","NOT_RUN","","","","","",""
"shield_bash","Shield Bash","STRIKE","/rpg equip skill01 shield_bash","","SHIELD","STAMINA","8","5","0","","Connected input, execution, visual/animation and multiplayer QA UNVERIFIED","https://github.com/Graham3D/Hytale/blob/cd7cdbd0299de4bf18740b2cca08756b64b77f69/src/main/resources/rpg/runtime/stage-04-skills.json","{""skillId"":""shield_bash"",""family"":""STRIKE"",""secondaryFamilies"":[],""allowedMainHandKinds"":[],""requiredOffHandKinds"":[""SHIELD""],""resourceType"":""STAMINA"",""resourceCost"":8.0,""cooldownSeconds"":5.0,""windupSeconds"":0.0,""basePowerSource"":""OFFHAND_WEAPON"",""innateBasePower"":0.0,""scaling"":""HEAVY"",""strike"":{""geometry"":""ASSIST_CONE"",""range"":2.2,""angleDegrees"":60.0,""lineHalfWidth"":0.0,""repeats"":1,""repeatIntervalSeconds"":0.0,""targetCap"":1,""coefficient"":0.7,""statusId"":""STAGGER"",""statusSeconds"":0.6}}","NOT_RUN","NOT_RUN","NOT_RUN","","","","","",""
"spark","Spark","STRIKE","/rpg equip skill01 spark","","","MANA","7","2","0","","Connected input, execution, visual/animation and multiplayer QA UNVERIFIED","https://github.com/Graham3D/Hytale/blob/cd7cdbd0299de4bf18740b2cca08756b64b77f69/src/main/resources/rpg/runtime/stage-13-strikes-cohort-a.json","{""skillId"":""spark"",""family"":""STRIKE"",""secondaryFamilies"":[],""allowedMainHandKinds"":[],""requiredOffHandKinds"":[],""resourceType"":""MANA"",""resourceCost"":7,""cooldownSeconds"":2,""windupSeconds"":0,""basePowerSource"":""INNATE"",""innateBasePower"":20,""scaling"":""MAGIC"",""strike"":{""geometry"":""ARC"",""range"":2.8,""angleDegrees"":120,""lineHalfWidth"":0,""repeats"":1,""repeatIntervalSeconds"":0,""targetCap"":64,""coefficient"":0.9,""statusId"":"""",""statusSeconds"":0,""details"":{""element"":""FIRE"",""height"":2.5,""actionLockSeconds"":0,""movementFactor"":1}}}","NOT_RUN","NOT_RUN","NOT_RUN","","","","","",""
"spear_thrust","Spear Thrust","STRIKE","/rpg equip skill01 spear_thrust","SPEAR","","STAMINA","6","1.1","0","","Connected input, execution, visual/animation and multiplayer QA UNVERIFIED","https://github.com/Graham3D/Hytale/blob/cd7cdbd0299de4bf18740b2cca08756b64b77f69/src/main/resources/rpg/runtime/stage-13-strikes-cohort-a.json","{""skillId"":""spear_thrust"",""family"":""STRIKE"",""secondaryFamilies"":[],""allowedMainHandKinds"":[""SPEAR""],""requiredOffHandKinds"":[],""resourceType"":""STAMINA"",""resourceCost"":6,""cooldownSeconds"":1.1,""windupSeconds"":0,""basePowerSource"":""WEAPON"",""innateBasePower"":0,""scaling"":""HEAVY"",""strike"":{""geometry"":""LINE"",""range"":3.6,""angleDegrees"":0,""lineHalfWidth"":0.4,""repeats"":1,""repeatIntervalSeconds"":0,""targetCap"":64,""coefficient"":1.1,""statusId"":"""",""statusSeconds"":0,""details"":{""element"":""PHYSICAL"",""height"":2.5,""actionLockSeconds"":0,""movementFactor"":1}}}","NOT_RUN","NOT_RUN","NOT_RUN","","","","","",""
"whirlwind","Whirlwind","STRIKE","/rpg equip skill01 whirlwind","SWORD;LONGSWORD;BATTLEAXE","","STAMINA","16","8","0","","Connected input, execution, visual/animation and multiplayer QA UNVERIFIED","https://github.com/Graham3D/Hytale/blob/cd7cdbd0299de4bf18740b2cca08756b64b77f69/src/main/resources/rpg/runtime/stage-13-strikes-cohort-a.json","{""skillId"":""whirlwind"",""family"":""STRIKE"",""secondaryFamilies"":[],""allowedMainHandKinds"":[""SWORD"",""LONGSWORD"",""BATTLEAXE""],""requiredOffHandKinds"":[],""resourceType"":""STAMINA"",""resourceCost"":16,""cooldownSeconds"":8,""windupSeconds"":0,""basePowerSource"":""WEAPON"",""innateBasePower"":0,""scaling"":""WEAPON_CLASS"",""strike"":{""geometry"":""RADIUS"",""range"":4.2,""angleDegrees"":360,""lineHalfWidth"":0,""repeats"":3,""repeatIntervalSeconds"":0.4,""targetCap"":64,""coefficient"":0.55,""statusId"":"""",""statusSeconds"":0,""details"":{""element"":""PHYSICAL"",""height"":2.5,""actionLockSeconds"":1.2,""movementFactor"":0.7}}}","NOT_RUN","NOT_RUN","NOT_RUN","","","","","",""
"brood_call","Brood Call","SUMMON","/rpg equip skill01 brood_call","","","MANA","26","28","0","","Connected input, execution, visual/animation and multiplayer QA UNVERIFIED","https://github.com/Graham3D/Hytale/blob/cd7cdbd0299de4bf18740b2cca08756b64b77f69/src/main/resources/rpg/runtime/stage-10-summons-cohort-c.json","{""skillId"":""brood_call"",""family"":""SUMMON"",""allowedMainHandKinds"":[],""requiredOffHandKinds"":[],""secondaryFamilies"":[],""resourceType"":""MANA"",""resourceCost"":26,""cooldownSeconds"":28,""windupSeconds"":0,""basePowerSource"":""INNATE"",""innateBasePower"":20,""scaling"":""MAGIC"",""summon"":{""roleId"":""RPG_Summon_Broodling"",""element"":""POISON"",""range"":8,""count"":4,""healthFactor"":0.25,""coefficient"":0.35,""lifetime"":16,""attackInterval"":1,""leash"":24}}","NOT_RUN","NOT_RUN","NOT_RUN","","","","","",""
"consume_minion","Consume Minion","SUMMON","/rpg equip skill01 consume_minion","SPELLBOOK","","MANA","15","12","0","","Connected input, execution, visual/animation and multiplayer QA UNVERIFIED","https://github.com/Graham3D/Hytale/blob/cd7cdbd0299de4bf18740b2cca08756b64b77f69/src/main/resources/rpg/runtime/stage-10-summons-cohort-d.json","{""skillId"":""consume_minion"",""family"":""SUMMON"",""secondaryFamilies"":[""BUFF""],""allowedMainHandKinds"":[""SPELLBOOK""],""requiredOffHandKinds"":[],""resourceType"":""MANA"",""resourceCost"":15,""cooldownSeconds"":12,""windupSeconds"":0,""basePowerSource"":""NONE"",""innateBasePower"":0,""scaling"":""MAGIC"",""summonAction"":{""kind"":""CONSUME_MINION"",""range"":12,""radius"":0,""coefficient"":0,""duration"":8,""damageIncreased"":0.2,""shieldFraction"":0.1}}","NOT_RUN","NOT_RUN","NOT_RUN","","","","","",""
"revive_fallen","Revive Fallen","SUMMON","/rpg equip skill01 revive_fallen","SPELLBOOK","","MANA","30","30","0","","Native source-role coverage restricted to audited Wolf_Black | Connected input, execution, visual/animation and multiplayer QA UNVERIFIED","https://github.com/Graham3D/Hytale/blob/cd7cdbd0299de4bf18740b2cca08756b64b77f69/src/main/resources/rpg/runtime/stage-10-summons-cohort-b.json","{""skillId"":""revive_fallen"",""family"":""SUMMON"",""allowedMainHandKinds"":[""SPELLBOOK""],""requiredOffHandKinds"":[],""secondaryFamilies"":[""CORPSE""],""resourceType"":""MANA"",""resourceCost"":30,""cooldownSeconds"":30,""windupSeconds"":0,""basePowerSource"":""MAGIC_WEAPON"",""innateBasePower"":0,""scaling"":""MAGIC"",""summon"":{""roleId"":""RPG_Summon_Wolf"",""element"":""NECROTIC"",""range"":15,""count"":1,""healthFactor"":0.6,""coefficient"":0.6,""lifetime"":25,""attackInterval"":1,""leash"":24,""corpseRequired"":true}}","NOT_RUN","NOT_RUN","NOT_RUN","","","","","",""
"simulacrum","Simulacrum","SUMMON","/rpg equip skill01 simulacrum","WAND;SPELLBOOK","","MANA","20","18","0","","Connected input, execution, visual/animation and multiplayer QA UNVERIFIED","https://github.com/Graham3D/Hytale/blob/cd7cdbd0299de4bf18740b2cca08756b64b77f69/src/main/resources/rpg/runtime/stage-10-summons-cohort-e.json","{""skillId"":""simulacrum"",""family"":""SUMMON"",""allowedMainHandKinds"":[""WAND"",""SPELLBOOK""],""requiredOffHandKinds"":[],""secondaryFamilies"":[],""resourceType"":""MANA"",""resourceCost"":20,""cooldownSeconds"":18,""windupSeconds"":0,""basePowerSource"":""NONE"",""innateBasePower"":0,""scaling"":""MAGIC"",""summon"":{""roleId"":""RPG_Summon_Decoy"",""element"":""ARCANE"",""range"":4,""count"":1,""healthFactor"":0.25,""coefficient"":0,""lifetime"":8,""attackInterval"":1,""leash"":24,""decoy"":true}}","NOT_RUN","NOT_RUN","NOT_RUN","","","","","",""
"summon_void_crawlers","Summon Void Crawlers","SUMMON","/rpg equip skill01 summon_void_crawlers","SPELLBOOK","","MANA","28","28","0","","Connected input, execution, visual/animation and multiplayer QA UNVERIFIED","https://github.com/Graham3D/Hytale/blob/cd7cdbd0299de4bf18740b2cca08756b64b77f69/src/main/resources/rpg/runtime/stage-10-summons-cohort-c.json","{""skillId"":""summon_void_crawlers"",""family"":""SUMMON"",""allowedMainHandKinds"":[""SPELLBOOK""],""requiredOffHandKinds"":[],""secondaryFamilies"":[],""resourceType"":""MANA"",""resourceCost"":28,""cooldownSeconds"":28,""windupSeconds"":0,""basePowerSource"":""MAGIC_WEAPON"",""innateBasePower"":0,""scaling"":""MAGIC"",""summon"":{""roleId"":""RPG_Summon_Crawler"",""element"":""VOID"",""range"":6,""count"":3,""healthFactor"":0.35,""coefficient"":0.4,""lifetime"":18,""attackInterval"":1,""leash"":24}}","NOT_RUN","NOT_RUN","NOT_RUN","","","","","",""
"wolf_summon","Wolf Summon","SUMMON","/rpg equip skill01 wolf_summon","SPELLBOOK","","MANA","20","25","0","","Connected input, execution, visual/animation and multiplayer QA UNVERIFIED","https://github.com/Graham3D/Hytale/blob/cd7cdbd0299de4bf18740b2cca08756b64b77f69/src/main/resources/rpg/runtime/stage-10-summons-cohort-a.json","{""skillId"":""wolf_summon"",""family"":""SUMMON"",""allowedMainHandKinds"":[""SPELLBOOK""],""requiredOffHandKinds"":[],""secondaryFamilies"":[],""resourceType"":""MANA"",""resourceCost"":20,""cooldownSeconds"":25,""windupSeconds"":0,""basePowerSource"":""MAGIC_WEAPON"",""innateBasePower"":0,""scaling"":""MAGIC"",""summon"":{""roleId"":""RPG_Summon_Wolf"",""element"":""NATURE"",""range"":6,""count"":1,""healthFactor"":0.6,""coefficient"":0.55,""lifetime"":20,""attackInterval"":1,""leash"":24}}","NOT_RUN","NOT_RUN","NOT_RUN","","","","","",""
"powder_mine","Powder Mine","TRAP","/rpg equip skill01 powder_mine","BOMB","","STAMINA","10","12","0","","Connected input, execution, visual/animation and multiplayer QA UNVERIFIED","https://github.com/Graham3D/Hytale/blob/cd7cdbd0299de4bf18740b2cca08756b64b77f69/src/main/resources/rpg/runtime/stage-06-area-cohort-b.json","{""secondaryFamilies"":[],""allowedMainHandKinds"":[""BOMB""],""requiredOffHandKinds"":[],""resourceType"":""STAMINA"",""windupSeconds"":0,""basePowerSource"":""WEAPON"",""scaling"":""LIGHT"",""skillId"":""powder_mine"",""family"":""TRAP"",""resourceCost"":10,""cooldownSeconds"":12,""area"":{""geometry"":""DISC"",""radius"":2.5,""height"":3,""placementRange"":4,""lifetimeSeconds"":20,""armingSeconds"":0.5,""impactCount"":1,""impactRadius"":4,""perTargetHitCap"":1,""coefficient"":1.7,""element"":""PHYSICAL"",""status"":"""",""candidateBudget"":64}}","NOT_RUN","NOT_RUN","NOT_RUN","","","","","",""
"root_snare","Root Snare","TRAP","/rpg equip skill01 root_snare","STAFF;SPELLBOOK","","MANA","16","10","0","","Connected input, execution, visual/animation and multiplayer QA UNVERIFIED","https://github.com/Graham3D/Hytale/blob/cd7cdbd0299de4bf18740b2cca08756b64b77f69/src/main/resources/rpg/runtime/stage-06-area-cohort-a.json","{""skillId"":""root_snare"",""family"":""TRAP"",""secondaryFamilies"":[],""allowedMainHandKinds"":[""STAFF"",""SPELLBOOK""],""requiredOffHandKinds"":[],""resourceType"":""MANA"",""resourceCost"":16,""cooldownSeconds"":10,""windupSeconds"":0,""basePowerSource"":""MAGIC_WEAPON"",""scaling"":""MAGIC"",""area"":{""geometry"":""DISC"",""radius"":2.5,""height"":3,""placementRange"":16,""lifetimeSeconds"":15,""armingSeconds"":0.5,""impactCount"":1,""perTargetHitCap"":1,""coefficient"":0.4,""firstTargetOnly"":true,""status"":""ROOT"",""statusSeconds"":3,""element"":""NATURE"",""candidateBudget"":64}}","NOT_RUN","NOT_RUN","NOT_RUN","","","","","",""
"bone_cage","Bone Cage","WALL","/rpg equip skill01 bone_cage","SPELLBOOK","","MANA","28","18","0","BONE_CAGE_NATIVE_ENEMY_ONLY_COLLISION_UNVERIFIED","BONE_CAGE_NATIVE_ENEMY_ONLY_COLLISION_UNVERIFIED | Connected input, execution, visual/animation and multiplayer QA UNVERIFIED","https://github.com/Graham3D/Hytale/blob/cd7cdbd0299de4bf18740b2cca08756b64b77f69/src/main/resources/rpg/runtime/stage-10-summons-cohort-g.json","{""skillId"":""bone_cage"",""family"":""WALL"",""allowedMainHandKinds"":[""SPELLBOOK""],""requiredOffHandKinds"":[],""secondaryFamilies"":[""GROUND_ZONE"",""BARRIER""],""resourceType"":""MANA"",""resourceCost"":28,""cooldownSeconds"":18,""windupSeconds"":0,""basePowerSource"":""MAGIC_WEAPON"",""innateBasePower"":0,""scaling"":""MAGIC"",""cage"":{""range"":18,""radius"":4,""segments"":12,""height"":2.5,""thickness"":0.25,""duration"":5,""coefficient"":0.6,""rootSeconds"":1}}","NOT_RUN","NOT_RUN","NOT_RUN","","","","","",""
"wall_of_fire","Wall of Fire","WALL","/rpg equip skill01 wall_of_fire","STAFF;SPELLBOOK","","MANA","24","16","0","","Connected input, execution, visual/animation and multiplayer QA UNVERIFIED","https://github.com/Graham3D/Hytale/blob/cd7cdbd0299de4bf18740b2cca08756b64b77f69/src/main/resources/rpg/runtime/stage-06-area-cohort-b.json","{""secondaryFamilies"":[""GROUND_ZONE""],""allowedMainHandKinds"":[""STAFF"",""SPELLBOOK""],""requiredOffHandKinds"":[],""resourceType"":""MANA"",""windupSeconds"":0,""basePowerSource"":""MAGIC_WEAPON"",""scaling"":""MAGIC"",""skillId"":""wall_of_fire"",""family"":""WALL"",""resourceCost"":24,""cooldownSeconds"":16,""area"":{""geometry"":""RECTANGLE"",""length"":10,""width"":2,""height"":3,""placementRange"":18,""lifetimeSeconds"":8,""intervalSeconds"":0.25,""periodic"":true,""perTargetHitCap"":32,""coefficient"":0.45,""element"":""FIRE"",""status"":""BURN"",""statusSeconds"":5,""statusIntervalSeconds"":1,""candidateBudget"":64}}","NOT_RUN","NOT_RUN","NOT_RUN","","","","","",""
